,selling_price,km_driven,fuel,seller_type,transmission,owner,car_model,Age
440,229999,45000,Petrol,Individual,Manual,First Owner,Ford Figo,8
441,500000,72104,Diesel,Dealer,Manual,Second Owner,Mahindra XUV500,10
442,75000,15000,Petrol,Individual,Manual,First Owner,Tata Nano,12
443,600000,30000,Petrol,Individual,Manual,First Owner,Hyundai i20,7
444,220000,80000,Diesel,Individual,Manual,First Owner,Tata Indigo,12
445,150000,164000,Diesel,Individual,Manual,Second Owner,Tata Indica,14
446,65000,124439,Petrol,Individual,Manual,Second Owner,Maruti Alto,17
447,120000,77000,Petrol,Individual,Manual,Second Owner,Maruti Zen,17
448,240000,90000,Diesel,Individual,Manual,First Owner,Maruti Swift,9
449,390000,30000,Petrol,Individual,Manual,First Owner,Renault KWID,6
450,180000,50000,Petrol,Individual,Manual,First Owner,Chevrolet Beat,11
451,320000,80000,Diesel,Individual,Manual,Second Owner,Maruti Swift,11
452,310000,5000,Petrol,Individual,Manual,First Owner,Maruti Alto,5
453,420000,24000,Petrol,Individual,Automatic,First Owner,Maruti Wagon,5
454,550000,10000,Petrol,Individual,Manual,First Owner,Tata Tiago,4
455,550000,78000,Diesel,Individual,Manual,Third Owner,Maruti Ertiga,7
456,760000,50000,Diesel,Individual,Manual,First Owner,Mahindra TUV,5
457,43000,100000,Petrol,Individual,Manual,Second Owner,Maruti 800,22
458,250000,20000,Petrol,Individual,Manual,First Owner,Maruti Omni,5
459,500000,1250,Petrol,Individual,Manual,First Owner,Hyundai Santro,4
460,380000,17152,Petrol,Individual,Manual,First Owner,Tata Zest,8
462,350000,77000,Diesel,Individual,Manual,First Owner,Volkswagen Polo,11
463,195000,90000,Diesel,Individual,Manual,Second Owner,Hyundai Verna,15
464,225000,80000,Petrol,Individual,Manual,Second Owner,Chevrolet Beat,12
465,1125000,65000,Diesel,Individual,Manual,First Owner,Toyota Innova,8
466,133000,80000,Diesel,Individual,Manual,First Owner,Tata Indica,12
467,200000,24005,Petrol,Individual,Manual,First Owner,Hyundai EON,10
468,940000,20000,Diesel,Individual,Manual,First Owner,Maruti Vitara,5
469,400000,120000,Diesel,Individual,Manual,First Owner,Renault Duster,9
470,120000,120000,Petrol,Individual,Manual,Second Owner,Hyundai i10,14
471,625000,80000,Diesel,Individual,Manual,First Owner,Maruti Swift,8
472,110000,80000,Petrol,Individual,Manual,First Owner,Maruti Swift,18
473,490000,100000,Diesel,Individual,Manual,First Owner,Renault Duster,11
474,140000,120000,Petrol,Individual,Manual,Second Owner,Maruti Alto,14
475,175000,149000,Diesel,Individual,Manual,Second Owner,Ford Figo,12
476,90000,65000,Petrol,Individual,Manual,Second Owner,Maruti Wagon,18
477,275000,100000,Diesel,Individual,Manual,Second Owner,Maruti Swift,14
478,300000,65000,Diesel,Individual,Manual,Second Owner,Volkswagen Vento,12
479,270000,19000,Petrol,Individual,Manual,Second Owner,Datsun GO,5
480,130000,80000,Petrol,Individual,Manual,Second Owner,Chevrolet Beat,13
481,275000,30000,Petrol,Individual,Manual,First Owner,Maruti Alto,8
482,352000,109000,Diesel,Individual,Manual,First Owner,Maruti Swift,11
483,180000,90000,LPG,Individual,Manual,First Owner,Hyundai EON,11
484,150000,90000,Petrol,Individual,Manual,First Owner,Maruti Alto,11
486,300000,110000,Diesel,Individual,Manual,Second Owner,Maruti Swift,13
487,225000,120000,Diesel,Individual,Manual,First Owner,Mahindra Bolero,16
488,600000,44000,Diesel,Individual,Manual,First Owner,Honda Mobilio,9
489,500000,80000,Petrol,Individual,Manual,First Owner,Maruti Ertiga,8
490,900000,5000,Petrol,Individual,Manual,First Owner,others,5
491,600000,61000,Petrol,Individual,Manual,First Owner,Hyundai i20,7
492,450000,100000,Diesel,Individual,Manual,Second Owner,Toyota Etios,12
493,270000,27633,Petrol,Individual,Manual,First Owner,Hyundai i10,14
494,310000,100000,Diesel,Individual,Manual,Third Owner,Maruti Swift,13
495,250000,100000,LPG,Individual,Manual,First Owner,Hyundai Santro,11
496,700000,12586,Petrol,Dealer,Manual,First Owner,Ford Figo,4
497,650000,38083,Diesel,Dealer,Manual,First Owner,others,5
498,400000,55328,Diesel,Dealer,Manual,First Owner,Ford Figo,11
499,425000,81632,Diesel,Dealer,Manual,First Owner,Ford Figo,11
500,600000,155201,Diesel,Dealer,Manual,First Owner,others,7
501,600000,93283,Diesel,Dealer,Manual,First Owner,Ford EcoSport,10
503,450000,90165,Diesel,Dealer,Manual,First Owner,Ford Fiesta,11
504,750000,101504,Diesel,Dealer,Manual,First Owner,Ford Ecosport,9
505,325000,86017,Diesel,Dealer,Manual,Second Owner,Ford Figo,13
506,900000,85036,Diesel,Dealer,Manual,Second Owner,Mahindra XUV500,10
507,180000,91086,Petrol,Dealer,Manual,Second Owner,others,17
508,350000,160254,Diesel,Dealer,Manual,Second Owner,others,10
509,600000,125531,Diesel,Dealer,Manual,Second Owner,Ford EcoSport,10
510,900000,60000,Diesel,Individual,Manual,First Owner,others,4
511,350000,100000,Diesel,Individual,Manual,First Owner,Skoda Laura,17
512,280000,90000,Diesel,Individual,Manual,Third Owner,Maruti Ritz,10
513,225000,120000,Diesel,Individual,Manual,Second Owner,Mahindra Xylo,14
514,520000,82000,Diesel,Individual,Manual,First Owner,Honda City,9
515,509999,60000,Diesel,Individual,Manual,First Owner,Mahindra Scorpio,7
516,556000,24000,Petrol,Individual,Manual,First Owner,Maruti Baleno,4
517,225000,120000,Diesel,Individual,Manual,First Owner,Tata Indigo,9
518,325000,65000,Diesel,Dealer,Manual,First Owner,Honda Amaze,10
519,365000,65000,Diesel,Dealer,Manual,First Owner,Maruti Swift,10
520,850000,84000,Diesel,Dealer,Manual,First Owner,Hyundai Creta,8
521,350000,75000,Diesel,Dealer,Manual,First Owner,Toyota Etios,10
522,225000,50000,Diesel,Dealer,Manual,First Owner,Maruti Swift,16
523,135000,50000,Petrol,Individual,Manual,First Owner,Maruti Alto,12
524,140000,49000,Petrol,Dealer,Manual,First Owner,Maruti Wagon,16
526,275000,14365,Petrol,Dealer,Manual,First Owner,Renault KWID,8
528,484999,65000,Diesel,Dealer,Manual,First Owner,Hyundai Verna,10
529,565000,65000,Diesel,Dealer,Manual,First Owner,Maruti Ciaz,8
530,425000,61083,Diesel,Dealer,Manual,First Owner,Maruti Swift,10
531,925000,75000,Diesel,Individual,Manual,First Owner,Toyota Innova,10
532,565000,72000,Diesel,Dealer,Manual,First Owner,Mahindra Scorpio,11
533,525000,65000,Diesel,Dealer,Manual,First Owner,Renault Duster,9
535,295000,21000,Petrol,Dealer,Manual,Second Owner,Hyundai EON,8
538,1100000,10000,Petrol,Individual,Automatic,First Owner,Hyundai Verna,6
540,670000,7104,Petrol,Trustmark Dealer,Manual,First Owner,Maruti Swift,7
541,750000,45974,Diesel,Trustmark Dealer,Manual,First Owner,others,8
542,760000,55340,Petrol,Trustmark Dealer,Manual,First Owner,Hyundai Verna,8
543,850000,20000,Petrol,Dealer,Automatic,Second Owner,Volkswagen Polo,6
544,390000,61585,Diesel,Trustmark Dealer,Manual,First Owner,others,8
545,450000,39415,Petrol,Trustmark Dealer,Automatic,Second Owner,Maruti Celerio,7
546,425000,29654,Petrol,Trustmark Dealer,Manual,First Owner,Honda Brio,9
547,770000,64672,Diesel,Trustmark Dealer,Manual,First Owner,Maruti Baleno,7
548,1150000,54634,Diesel,Trustmark Dealer,Automatic,Second Owner,Hyundai Creta,8
549,775000,66521,Petrol,Trustmark Dealer,Manual,First Owner,Honda City,8
552,450000,1000,Diesel,Dealer,Manual,Second Owner,Renault Duster,10
556,535000,52600,Diesel,Individual,Manual,First Owner,Hyundai Creta,7
557,225000,110000,Petrol,Individual,Manual,Second Owner,Maruti SX4,11
558,550000,19890,Petrol,Dealer,Automatic,First Owner,Hyundai Grand,6
560,625000,11918,Petrol,Trustmark Dealer,Manual,First Owner,Maruti Ertiga,8
561,520000,10510,Petrol,Dealer,Automatic,First Owner,Hyundai Grand,6
562,239000,41000,Petrol,Dealer,Manual,First Owner,Chevrolet Beat,7
565,229999,49824,Petrol,Dealer,Manual,First Owner,Hyundai i10,11
567,80000,56580,Petrol,Dealer,Manual,First Owner,Hyundai Santro,18
568,385000,52000,Diesel,Dealer,Manual,First Owner,Skoda Laura,11
570,600000,46507,Diesel,Trustmark Dealer,Manual,First Owner,Maruti Swift,6
628,350000,50000,Petrol,Individual,Manual,Second Owner,Hyundai i20,10
629,114999,30000,Petrol,Individual,Manual,First Owner,Maruti Alto,9
630,380000,50000,Petrol,Individual,Manual,Second Owner,Hyundai i20,10
632,900000,35000,Diesel,Individual,Manual,First Owner,Mahindra Scorpio,7
633,200999,90000,Petrol,Individual,Manual,Second Owner,Chevrolet Beat,11
634,229999,11451,Petrol,Individual,Manual,First Owner,Maruti Omni,9
635,800000,60000,Diesel,Individual,Manual,First Owner,others,4
637,600000,60000,Diesel,Individual,Manual,First Owner,Maruti Swift,5
638,150000,150000,Diesel,Individual,Manual,First Owner,Chevrolet Tavera,18
639,150000,66000,Diesel,Individual,Manual,First Owner,others,14
640,380000,5000,Petrol,Individual,Manual,First Owner,Maruti Eeco,4
641,80000,66508,Petrol,Individual,Manual,Second Owner,Maruti Swift,17
642,225000,55000,Petrol,Individual,Manual,Second Owner,Honda Civic,16
643,75000,29900,Petrol,Individual,Manual,First Owner,Tata Nano,11
645,185000,85000,Diesel,Individual,Manual,First Owner,Tata Indica,11
646,425000,50000,Diesel,Individual,Manual,First Owner,Mahindra Scorpio,12
647,100000,120000,Diesel,Individual,Manual,Second Owner,Tata Indica,13
648,140000,90000,Petrol,Individual,Manual,Third Owner,Maruti Zen,15
649,710000,8000,Petrol,Individual,Automatic,First Owner,Maruti Swift,6
650,450000,7900,Petrol,Individual,Automatic,First Owner,Honda Amaze,8
651,210000,50000,Petrol,Individual,Manual,First Owner,Datsun RediGO,6
652,270000,25000,Petrol,Individual,Manual,First Owner,Maruti Alto,7
653,110000,20000,Petrol,Individual,Manual,First Owner,Maruti Alto,14
654,540000,17500,Petrol,Individual,Manual,First Owner,Maruti Swift,5
655,145000,25000,Petrol,Individual,Manual,First Owner,others,15
657,250000,88600,LPG,Individual,Manual,First Owner,Hyundai i10,10
658,110000,80000,Diesel,Individual,Manual,First Owner,others,11
659,250000,100000,Diesel,Individual,Manual,Fourth & Above Owner,others,15
661,140000,60000,Petrol,Individual,Manual,First Owner,Chevrolet Aveo,13
662,925000,11000,Petrol,Individual,Manual,First Owner,Maruti Ciaz,4
663,969999,30000,Diesel,Individual,Manual,First Owner,others,6
664,90000,80000,CNG,Individual,Manual,Third Owner,Hyundai Santro,16
665,55000,60000,Petrol,Individual,Manual,Third Owner,Hyundai Santro,22
666,155000,100000,Diesel,Individual,Manual,Fourth & Above Owner,Hyundai Verna,16
667,900000,15000,Diesel,Individual,Manual,First Owner,Mahindra Thar,4
668,135000,90000,Petrol,Individual,Manual,First Owner,Maruti Alto,12
669,180000,120000,Petrol,Individual,Manual,First Owner,Maruti 800,11
670,495000,100000,Diesel,Individual,Manual,Second Owner,Hyundai Verna,10
671,400000,138000,Diesel,Individual,Manual,Third Owner,Toyota Innova,14
672,250000,110000,Diesel,Individual,Manual,Second Owner,Hyundai Verna,15
673,138000,120000,Petrol,Individual,Manual,Fourth & Above Owner,Maruti Alto,8
674,311000,70000,Petrol,Individual,Automatic,Second Owner,Honda City,12
675,190000,70000,Petrol,Individual,Manual,First Owner,Maruti Alto,8
676,311000,140000,Diesel,Individual,Manual,First Owner,Mahindra Bolero,12
677,300000,15000,Petrol,Individual,Manual,First Owner,Maruti Ritz,14
678,600000,20000,Petrol,Individual,Manual,First Owner,Honda Jazz,5
679,550000,100000,Diesel,Individual,Manual,First Owner,Mahindra Scorpio,14
680,600000,70000,Petrol,Individual,Automatic,First Owner,Skoda Rapid,8
681,195000,5000,Petrol,Individual,Manual,First Owner,Maruti Alto,5
682,58000,27974,Petrol,Individual,Manual,First Owner,Tata Nano,10
683,183000,40000,Petrol,Individual,Manual,First Owner,Maruti Alto,5
684,95000,80000,Petrol,Individual,Manual,First Owner,Maruti Zen,16
685,250000,38000,Petrol,Individual,Manual,First Owner,Maruti Wagon,10
687,400000,35000,Petrol,Individual,Manual,First Owner,Tata Zest,9
688,409999,60000,Diesel,Individual,Manual,Second Owner,Hyundai Verna,11
689,120000,120000,Diesel,Individual,Manual,Second Owner,others,19
690,600000,18000,Petrol,Individual,Automatic,First Owner,Maruti Swift,5
691,600000,10000,Petrol,Individual,Manual,First Owner,Honda Amaze,7
692,825000,90000,Diesel,Individual,Manual,Third Owner,Mahindra XUV500,8
693,625000,80000,Diesel,Individual,Manual,Second Owner,Toyota Etios,7
694,700000,1400,Diesel,Individual,Manual,First Owner,Hyundai Grand,3
695,160000,60000,Petrol,Individual,Manual,First Owner,Chevrolet Beat,12
696,114999,60000,Petrol,Individual,Manual,Third Owner,Maruti Alto,12
697,150000,53000,Petrol,Individual,Manual,First Owner,Maruti Wagon,14
698,250000,100000,Diesel,Dealer,Manual,First Owner,Volkswagen Jetta,13
699,390000,86000,Diesel,Dealer,Manual,Second Owner,Hyundai Verna,11
700,650000,100000,Diesel,Individual,Manual,First Owner,Renault Duster,8
701,600000,30000,Diesel,Individual,Manual,First Owner,Hyundai Xcent,7
702,250000,120000,Petrol,Individual,Manual,First Owner,Hyundai i20,12
703,229999,60000,LPG,Individual,Manual,Second Owner,Hyundai Santro,12
704,299000,50000,Diesel,Individual,Manual,Second Owner,Maruti Ritz,7
705,330000,124000,Diesel,Individual,Manual,Second Owner,Chevrolet Cruze,13
706,180000,100000,Petrol,Individual,Manual,Third Owner,Hyundai Accent,11
707,475000,42000,Petrol,Individual,Manual,First Owner,Hyundai Grand,6
708,325000,100000,Diesel,Individual,Manual,First Owner,Hyundai Grand,8
709,639000,28205,Petrol,Dealer,Manual,First Owner,Honda City,7
710,415000,32670,Petrol,Dealer,Automatic,First Owner,Maruti Celerio,6
711,1199000,30093,Diesel,Dealer,Automatic,First Owner,Hyundai Creta,7
712,525000,56228,CNG,Dealer,Manual,First Owner,Maruti Ertiga,10
713,425000,59319,Petrol,Dealer,Manual,First Owner,Hyundai Verna,10
714,699000,39503,Diesel,Dealer,Manual,First Owner,Maruti Vitara,7
715,325000,35299,Petrol,Dealer,Manual,First Owner,Hyundai Grand,10
716,275000,51687,Petrol,Dealer,Manual,First Owner,Toyota Etios,12
717,269000,76259,Petrol,Dealer,Automatic,First Owner,Volkswagen Vento,12
718,399000,44049,Diesel,Dealer,Manual,First Owner,Volkswagen Polo,10
719,475000,45087,Diesel,Dealer,Manual,First Owner,Mahindra KUV,6
720,249000,41125,Petrol,Dealer,Manual,First Owner,Toyota Etios,12
722,254999,54206,Petrol,Dealer,Manual,First Owner,Volkswagen Polo,12
723,269000,52547,Petrol,Dealer,Manual,First Owner,Skoda Rapid,11
724,665000,59110,Diesel,Dealer,Manual,First Owner,Maruti Ertiga,9
725,299000,54565,Petrol,Dealer,Manual,First Owner,Maruti Wagon,9
726,265000,47564,Petrol,Dealer,Manual,Second Owner,Hyundai i20,13
727,211000,45143,Petrol,Dealer,Manual,Second Owner,Volkswagen Polo,13
728,599000,61624,Petrol,Dealer,Automatic,Second Owner,Skoda Superb,10
730,550000,50000,Diesel,Individual,Manual,First Owner,Hyundai Verna,9
732,220000,120000,Diesel,Individual,Manual,Second Owner,Tata Sumo,13
733,500000,20000,Petrol,Individual,Manual,First Owner,Maruti Swift,4
734,140000,30000,Petrol,Individual,Manual,First Owner,Maruti Alto,13
735,325000,60000,Diesel,Individual,Manual,First Owner,Maruti Swift,10
736,210000,90000,Petrol,Individual,Manual,Third Owner,Hyundai i20,13
737,110000,90000,Petrol,Individual,Manual,Second Owner,Maruti Alto,15
738,1200000,25000,Diesel,Individual,Manual,First Owner,Hyundai Verna,4
739,229999,40000,Petrol,Individual,Manual,First Owner,Maruti Alto,6
741,165000,132000,Petrol,Individual,Manual,First Owner,Maruti Alto,17
742,525000,10980,Petrol,Dealer,Automatic,First Owner,Tata Tiago,5
743,325000,20629,Petrol,Dealer,Manual,First Owner,Hyundai EON,5
745,400000,30000,Petrol,Individual,Automatic,First Owner,Hyundai Grand,8
746,550000,69782,Petrol,Dealer,Manual,First Owner,Maruti Ciaz,8
747,98000,54000,Petrol,Individual,Manual,First Owner,Maruti 800,20
748,900000,63654,Diesel,Dealer,Manual,First Owner,Mahindra XUV500,10
749,700000,60000,Diesel,Individual,Manual,First Owner,others,6
750,890000,52000,Diesel,Dealer,Manual,First Owner,Mahindra Scorpio,8
751,490000,59385,Diesel,Dealer,Manual,First Owner,Maruti Swift,8
752,525000,70378,Petrol,Dealer,Manual,First Owner,Hyundai i20,8
753,330000,55425,Petrol,Dealer,Manual,First Owner,Maruti Wagon,10
754,550000,78413,Diesel,Dealer,Manual,Second Owner,Mahindra Bolero,10
755,790000,40890,Diesel,Dealer,Manual,First Owner,Mahindra Bolero,5
756,350000,34823,Petrol,Dealer,Manual,Second Owner,Honda Brio,8
758,750000,55545,Diesel,Dealer,Manual,First Owner,Maruti Ciaz,6
759,409999,56541,Diesel,Dealer,Manual,First Owner,Honda Amaze,9
760,220000,43700,Petrol,Individual,Manual,First Owner,Hyundai EON,7
761,68000,120000,Petrol,Individual,Manual,Second Owner,Tata Indica,14
762,290000,20000,Petrol,Individual,Manual,First Owner,Hyundai EON,6
763,600000,27483,Diesel,Dealer,Manual,First Owner,Honda City,9
764,470000,8000,Petrol,Individual,Manual,First Owner,Maruti Swift,4
765,150000,30000,Petrol,Individual,Manual,First Owner,Hyundai i10,15
766,180000,56207,Petrol,Dealer,Manual,Second Owner,Maruti Alto,9
767,80000,70000,Petrol,Individual,Manual,First Owner,Maruti Zen,17
768,875000,1440,Petrol,Individual,Manual,First Owner,others,5
769,300000,50000,Petrol,Individual,Manual,First Owner,Maruti Alto,4
772,220000,63657,Diesel,Dealer,Manual,First Owner,Volkswagen Polo,12
773,250000,60000,Diesel,Individual,Manual,First Owner,Mahindra Verito,10
774,919999,75000,Diesel,Dealer,Manual,First Owner,Toyota Innova,7
775,380000,97248,Petrol,Dealer,Manual,First Owner,Volkswagen Vento,10
776,450000,46000,Diesel,Individual,Manual,First Owner,Maruti Swift,11
777,770000,10000,Petrol,Individual,Automatic,First Owner,Hyundai Verna,7
778,550000,80000,Diesel,Individual,Manual,First Owner,Maruti Swift,5
779,320000,100000,Diesel,Individual,Manual,Second Owner,Tata New,12
780,400000,35000,Petrol,Individual,Manual,First Owner,Maruti SX4,10
781,450000,50000,Petrol,Individual,Automatic,First Owner,Maruti Celerio,6
782,220000,90000,Diesel,Individual,Manual,Third Owner,Maruti SX4,12
783,400000,150000,Diesel,Individual,Manual,Second Owner,Mahindra XUV500,11
784,530000,89000,Petrol,Individual,Manual,Second Owner,Hyundai Verna,10
785,390000,60000,Diesel,Individual,Manual,Second Owner,Maruti Swift,9
786,185000,100000,Diesel,Individual,Manual,Second Owner,others,11
787,300000,100000,Petrol,Individual,Manual,Second Owner,Maruti SX4,11
788,575000,90000,Diesel,Individual,Manual,Second Owner,Maruti Swift,9
789,300000,75000,Petrol,Individual,Manual,First Owner,Maruti Wagon,9
790,425000,36000,Diesel,Dealer,Manual,First Owner,Toyota Etios,6
791,350000,12000,Petrol,Individual,Manual,First Owner,Hyundai Xcent,7
792,550000,12997,Diesel,Dealer,Manual,First Owner,Honda Amaze,6
793,500000,40000,Petrol,Individual,Automatic,First Owner,Maruti Ciaz,6
794,600000,60000,Diesel,Individual,Manual,First Owner,Mahindra Scorpio,8
795,300000,25000,Diesel,Individual,Manual,Second Owner,Mahindra Quanto,10
796,1150000,26430,Diesel,Dealer,Manual,First Owner,Hyundai Verna,5
797,475000,24600,Petrol,Dealer,Manual,First Owner,Maruti Swift,8
798,260000,28481,Petrol,Dealer,Manual,First Owner,Maruti Wagon,12
799,350000,100000,Petrol,Individual,Manual,First Owner,Ford Ecosport,10
800,750000,41988,Diesel,Dealer,Manual,First Owner,Mahindra XUV500,10
801,180000,30375,Petrol,Dealer,Manual,First Owner,Maruti Wagon,14
802,350000,7658,Petrol,Dealer,Automatic,First Owner,Renault KWID,6
803,611000,34400,Diesel,Dealer,Manual,First Owner,Maruti Swift,6
804,325000,18500,Petrol,Dealer,Manual,First Owner,Renault KWID,6
